mRNA_size	ORF_size	Fickett_score	Hexamer_score	coding_prob
1000::CHR7:99027444-99081427(MSTRG.26267.3)	53983	432	0.6833	0.0145637357508	0.0289873189036341
1000::CHR7:99027446-99081663(MSTRG.26267.4)	54217	432	0.6833	0.0145637357508	0.0286283518718914
1000::CHR7:99027447-99143846(MSTRG.26267.5)	116399	510	1.0059	-0.112178542487	0.00327475946195282
1000::CHR7:99027457-99144019(MSTRG.26267.6)	116562	582	0.79	0.163085464402	0.018065661163381
1000::CHR7:99492151-99500281(MSTRG.26269.3)	8130	303	0.7128	0.0415928394919	0.102034641458705
1000::CHR7:99504675-99533822(MSTRG.26270.2)	29147	1071	0.768	0.0556799919791	0.996091956207014
1000::CHR7:99558544-99564686(MSTRG.26272.5)	6142	378	0.7972	-0.169088603385	0.0984771902566815
1000::CHR7:99558642-99576437(MSTRG.26272.11)	17795	987	0.9771	0.0417048531861	0.997155356894906
1000::CHR7:99558642-99610813(MSTRG.26272.12)	52171	987	0.9771	0.0417048531861	0.981559421435116
1000::CHR7:99558642-99576437(MSTRG.26272.13)	17795	987	0.9771	0.0417048531861	0.997155356894906
1000::CHR7:99558718-99573721(MSTRG.26272.20)	15003	987	0.9771	0.0417048531861	0.997558158288447
1000::CHR7:99374730-99398114(MSTRG.26276.17)	23384	720	0.9341	0.235961050616	0.973310740038061
1000::CHR7:99394673-99408857(MSTRG.26277.2)	14184	426	0.8395	-0.0184267826685	0.257667814183702
1000::CHR7:99396523-99408858(MSTRG.26277.4)	12335	426	0.8395	-0.0184267826685	0.277530857095892
1000::CHR7:99396523-99408858(MSTRG.26277.5)	12335	426	0.8395	-0.0184267826685	0.277530857095892
1000::CHR7:99438943-99456589(MSTRG.26280.2)	17646	492	0.6185	-0.0481287824648	0.189752357714362
1000::CHR7:99439450-99457342(MSTRG.26280.8)	17892	492	0.6185	-0.0481287824648	0.187687223687854
1000::CHR7:100015599-100041683(MSTRG.26282.3)	26084	900	0.8671	0.269542429837	0.9956578116858
1000::CHR7:99648198-99679953(MSTRG.26286.2)	31755	435	0.6601	-0.143506411198	0.0356290199169302
1000::CHR7:100049794-100065034(MSTRG.26287.3)	15240	720	1.0754	-0.00808913834316	0.954744055094072
1000::CHR7:100049794-100064255(MSTRG.26287.4)	14461	444	1.3096	0.383608051162	0.960389302645964
1000::CHR7:100069973-100081737(MSTRG.26288.3)	11764	414	0.5137	-0.0255944745217	0.0974160180088148
1000::CHR7:100435288-100436070(MSTRG.26290.5)	782	471	0.948	0.13299000282	0.813517735787261
1000::CHR7:100088982-100091750(MSTRG.26292.5)	2768	375	0.8154	0.16814050208	0.511576590488995
1000::CHR7:100093316-100101397(MSTRG.26293.9)	8081	576	0.5276	0.101531021885	0.647358174444154
1000::CHR7:100093316-100101397(MSTRG.26293.10)	8081	576	0.5276	0.101531021885	0.647358174444154
1000::CHR7:100093316-100101310(MSTRG.26293.11)	7994	576	0.5276	0.101531021885	0.648446402896164
1000::CHR7:100100847-100109039(MSTRG.26294.1)	8192	510	0.8724	0.145333215625	0.788740915185433
1000::CHR7:100543478-100546553(MSTRG.26299.1)	3075	180	0.939	-0.302623322375	0.0101227338515914
1000::CHR7:100466538-100479169(MSTRG.26300.6)	12631	480	0.5233	-0.0434991138674	0.166453783803234
1000::CHR7:100574709-100582453(MSTRG.26302.9)	7744	582	0.6608	0.0261521136681	0.667032716103718
1000::CHR7:100679507-100684591(MSTRG.26307.1)	5084	396	0.5698	0.122581123671	0.275115324759143
1000::CHR7:100679507-100684591(MSTRG.26307.2)	5084	396	0.5698	0.122581123671	0.275115324759143
1000::CHR7:100679507-100693066(MSTRG.26307.3)	13559	1041	0.7914	0.0720984691285	0.998054276462941
1000::CHR7:100685397-100693107(MSTRG.26307.9)	7710	1041	0.7914	0.0720984691285	0.998587360778612
1000::CHR7:100852777-100861230(MSTRG.26313.8)	8453	471	0.4832	-0.162935782102	0.0874175104148203
1000::CHR7:100828576-100828981(MSTRG.26314.1)	405	201	1.0906	-0.100244017178	0.0793823184112806
1000::CHR7:101085409-101097895(MSTRG.26318.1)	12486	2268	1.1543	0.484702310819	0.999999999953017
1000::CHR7:100867498-100870743(MSTRG.26320.6)	3245	657	0.6414	0.0287645494934	0.849354188771414
1000::CHR7:100875111-100888373(MSTRG.26321.2)	13262	582	0.5339	-0.0328004051426	0.400603752536589
1000::CHR7:100875163-100884552(MSTRG.26321.6)	9389	582	0.5339	-0.0328004051426	0.45249656476634
1000::CHR7:100885295-100887200(MSTRG.26321.15)	1905	324	0.8524	0.316088960287	0.633762624998075
1000::CHR7:100885708-100888373(MSTRG.26321.17)	2665	324	0.8524	0.316088960287	0.624037490032832
1000::CHR7:101232094-101245081(MSTRG.26328.3)	12987	480	0.8121	0.0322753954964	0.456329510344077
1000::CHR7:101232110-101245048(MSTRG.26328.5)	12938	480	0.8121	0.0322753954964	0.456996147415223
1000::CHR7:101234338-101245048(MSTRG.26328.10)	10710	474	0.8122	0.0220533954634	0.455346918091639
1000::CHR7:101308270-101335483(MSTRG.26329.1)	27213	663	0.5496	-0.0129915719213	0.478173333772965
1000::CHR7:101308296-101369879(MSTRG.26329.3)	61583	750	0.4632	0.0841146484597	0.330230798593942
1000::CHR7:101314878-101321764(MSTRG.26330.8)	6886	363	0.6434	0.0572778025235	0.170881470339718
1000::CHR7:101354491-101355065(MSTRG.26331.1)	574	126	0.7245	-0.109871023355	0.00976101489438423
1000::CHR7:101357315-101363102(MSTRG.26332.1)	5787	450	0.9021	-0.123190486351	0.321008271418736
1000::CHR7:101363632-101364077(MSTRG.26334.1)	445	0	0	0	0.000388476975455959
1000::CHR7:101815960-102258233(MSTRG.26339.4)	442273	1086	1.0964	0.387412161483	1.01714097317967e-06
1000::CHR7:100148938-100154203(MSTRG.26350.5)	5265	717	0.5546	0.0702140341163	0.903990105106383
1000::CHR7:100154475-100157452(MSTRG.26351.7)	2977	441	0.7164	0.00396817337807	0.36256187647443
1000::CHR7:100191625-100193958(MSTRG.26355.1)	2333	231	0.8074	-0.186002152344	0.0237185870463886
1000::CHR7:100200653-100272214(MSTRG.26356.1)	71561	531	0.5731	-0.0507339442681	0.0156142485824795
1000::CHR7:100202213-100271965(MSTRG.26356.5)	69752	531	0.5731	-0.0507339442681	0.0172144093285539
1000::CHR7:100202313-100246853(MSTRG.26356.9)	44540	525	0.6828	0.170722259257	0.267498180715328
1000::CHR7:100208134-100272024(MSTRG.26356.11)	63890	531	0.5731	-0.0507339442681	0.0235862330120101
1000::CHR7:100336114-100377642(MSTRG.26360.3)	41528	549	0.7607	-0.057598726834	0.155687234383712
1000::CHR7:100336125-100353692(MSTRG.26360.6)	17567	489	0.7828	0.211810922414	0.659912417712732
1000::CHR7:100336125-100353692(MSTRG.26360.7)	17567	489	0.7828	0.211810922414	0.659912417712732
1000::CHR7:100336243-100377791(MSTRG.26360.10)	41548	549	0.7607	-0.057598726834	0.155543138780818
1000::CHR7:100352176-100376387(MSTRG.26360.17)	24211	549	0.7607	-0.057598726834	0.32275038821064
1000::CHR7:100352346-100376365(MSTRG.26360.22)	24019	549	0.7607	-0.057598726834	0.325055819974108
1000::CHR7:100353736-100367831(MSTRG.26360.29)	14095	549	0.7607	-0.057598726834	0.453512781017517
1000::CHR7:100357380-100400048(MSTRG.26360.33)	42668	567	0.4846	0.142872150212	0.21635223992895
1000::CHR7:100428518-100434117(MSTRG.26360.52)	5599	1713	0.7939	0.286807235	0.999999815639512
1000::CHR7:100428797-100434118(MSTRG.26360.54)	5321	1713	0.7939	0.286807235	0.999999818428426
1000::CHR7:100428797-100434118(MSTRG.26360.55)	5321	1713	0.7939	0.286807235	0.999999818428426
1000::CHR7:100428805-100434118(MSTRG.26360.56)	5313	1713	0.7939	0.286807235	0.999999818508055
1000::CHR7:100356626-100359020(MSTRG.26361.1)	2394	486	0.7201	-0.0554127831866	0.406988410954272
1000::CHR7:102853909-102854362(MSTRG.26366.1)	453	183	0.9209	-0.027539649969	0.0574011597150747
1000::CHR7:102433575-102550940(MSTRG.26377.5)	117365	930	0.4281	-0.240889705688	0.0209356341354621
1000::CHR7:102530392-102631368(MSTRG.26382.1)	100976	783	0.5444	0.0942338744755	0.103716498017839
1000::CHR7:102531313-102633214(MSTRG.26383.1)	101901	783	0.5444	0.0942338744755	0.0990955642675914
1000::CHR7:102541151-102671629(MSTRG.26384.12)	130478	783	0.5444	0.0942338744755	0.0224397072609153
1000::CHR7:102637025-102671629(MSTRG.26384.41)	34604	588	1.0621	0.256745518265	0.8881326358403
1000::CHR7:102637049-102671629(MSTRG.26384.43)	34580	588	1.0621	0.256745518265	0.888263312798286
1000::CHR7:102637049-102671629(MSTRG.26384.44)	34580	588	1.0621	0.256745518265	0.888263312798286
1000::CHR7:102637049-102671663(MSTRG.26384.45)	34614	588	1.0621	0.256745518265	0.88807814769483
1000::CHR7:102637049-102671629(MSTRG.26384.46)	34580	588	1.0621	0.256745518265	0.888263312798286
1000::CHR7:105142040-105142477(MSTRG.26405.1)	437	153	1.0182	0.00297148818989	0.0683208289911659
1000::CHR7:103244607-103314686(MSTRG.26421.1)	70079	834	0.8373	0.094729652064	0.754135128265814
1000::CHR7:103312519-103344666(MSTRG.26423.3)	32147	345	0.6871	-0.198699143416	0.0102663533515949
1000::CHR7:106248298-106285351(MSTRG.26431.1)	37053	459	0.6389	0.0728542494557	0.111011753627551
1000::CHR7:107563999-107577656(MSTRG.26440.17)	13657	324	0.607	-0.275189438655	0.0106661118840162
1000::CHR7:107564031-107577656(MSTRG.26440.20)	13625	324	0.607	-0.275189438655	0.0106846429453716
1000::CHR7:107579930-107618615(MSTRG.26440.25)	38685	372	0.4897	-0.125803304377	0.00766726070775212
1000::CHR7:108147662-108243240(MSTRG.26443.4)	95578	750	0.7442	0.0959859063969	0.177929617014696
1000::CHR7:108147662-108456321(MSTRG.26443.5)	308659	786	0.6697	0.0318400580426	1.4308378258738e-06
1000::CHR7:108148117-108209603(MSTRG.26443.7)	61486	354	0.6297	-0.118817692189	0.00304959159654188
1000::CHR7:107891217-107919713(MSTRG.26444.10)	28496	477	0.512	-0.351210695471	0.0118833215347097
1000::CHR7:110662700-111562504(MSTRG.26451.2)	899804	2127	0.9125	0.00681968419983	2.22044604925031e-16
1000::CHR7:110662875-111521447(MSTRG.26451.3)	858572	2127	0.9125	0.00681968419983	7.47771621272017e-13
1000::CHR7:110663208-111233062(MSTRG.26451.5)	569854	2127	0.9125	0.00681968419983	5.6102936054108e-06
1000::CHR7:110663208-111023666(MSTRG.26451.6)	360458	1500	0.6688	0.00399750624838	0.000207242670626957
1000::CHR7:110663208-111233063(MSTRG.26451.7)	569855	2127	0.9125	0.00681968419983	5.60998599600223e-06
1000::CHR7:110663208-111233062(MSTRG.26451.8)	569854	2127	0.9125	0.00681968419983	5.6102936054108e-06
1000::CHR7:111430675-111562529(MSTRG.26451.14)	131854	1956	0.9772	0.0656727497877	0.999974890768951
1000::CHR7:111859591-111859859(MSTRG.26464.1)	268	18	0.9747	-0.396429180722	0.00124485851013691
1000::CHR7:114922115-115019917(MSTRG.26470.2)	97802	432	0.4676	-0.151615053176	0.000468219017106058
1000::CHR7:116571152-116614820(MSTRG.26479.3)	43668	369	0.4832	-0.154925019451	0.00463712884317268
1000::CHR7:116210506-116257576(MSTRG.26481.1)	47070	423	0.5474	0.0312034863571	0.0265809846902969
1000::CHR7:116499275-116508541(MSTRG.26484.12)	9266	528	0.7449	0.290675512536	0.87015247212144
1000::CHR7:116671977-116798377(MSTRG.26487.1)	126400	1242	0.9926	0.122473492407	0.9644620203207
1000::CHR7:116672390-116798377(MSTRG.26487.6)	125987	1242	0.9926	0.122473492407	0.965230078134894
1000::CHR7:116724036-116798377(MSTRG.26487.8)	74341	1119	0.8297	0.00808439183446	0.971352969770784
1000::CHR7:116724036-116798377(MSTRG.26487.9)	74341	1119	0.8297	0.00808439183446	0.971352969770784
1000::CHR7:116862587-116943658(MSTRG.26488.4)	81071	390	0.4475	-0.345546890273	0.000210727874628432
1000::CHR7:116862600-116910294(MSTRG.26488.7)	47694	285	0.7325	0.0237731666814	0.0100929896568831
1000::CHR7:116884828-116916122(MSTRG.26488.14)	31294	390	0.4475	-0.345546890273	0.00321920745632395
1000::CHR7:118184167-118192155(MSTRG.26491.4)	7988	306	0.7833	0.140533213301	0.215844909295306
1000::CHR7:118184167-118192155(MSTRG.26491.5)	7988	306	0.7833	0.140533213301	0.215844909295306
1000::CHR7:121348962-121396308(MSTRG.26493.2)	47346	306	0.4421	-0.185809242155	0.00135228484527843
1000::CHR7:116953521-117223907(MSTRG.26496.10)	270386	726	0.6893	-0.61983783069	1.22279402138998e-07
1000::CHR7:117014936-117230038(MSTRG.26496.25)	215102	726	0.6893	-0.61983783069	2.53411200978995e-06
1000::CHR7:117020227-117223878(MSTRG.26496.32)	203651	726	0.6893	-0.61983783069	4.74795516094797e-06
1000::CHR7:123541750-123542187(MSTRG.26507.1)	437	117	0.6316	-0.405989189506	0.00107980202712891
1000::CHR7:127369165-127391786(MSTRG.26508.2)	22621	342	0.8292	-0.312269963923	0.0136652329113241
1000::CHR7:127370043-127392118(MSTRG.26508.3)	22075	342	0.8292	-0.312269963923	0.0140746813450277
1000::CHR7:127588411-127595054(MSTRG.26513.4)	6643	477	0.5699	-0.251727858176	0.0817235273258554
1000::CHR7:127625373-128092593(MSTRG.26514.1)	467220	1053	0.472	0.14562240824	4.79713374673443e-09
1000::CHR7:128323559-128343908(MSTRG.26519.5)	20349	414	0.6557	-0.143342077349	0.0510754919677259
1000::CHR7:128323559-128343908(MSTRG.26519.6)	20349	414	0.6557	-0.143342077349	0.0510754919677259
1000::CHR7:128335547-128343908(MSTRG.26519.9)	8361	219	0.5642	-0.204704367786	0.00585777498907036
1000::CHR7:128335547-128343908(MSTRG.26519.10)	8361	219	0.5642	-0.204704367786	0.00585777498907036
1000::CHR7:128392850-128409947(MSTRG.26521.9)	17097	537	0.6845	0.10481701286	0.559113359969535
1000::CHR7:128400135-128409982(MSTRG.26521.15)	9847	390	0.5797	-0.109494650185	0.0646892783367562
1000::CHR7:128455878-128506513(MSTRG.26531.3)	50635	480	0.7644	-0.0256959936566	0.059769334247592
1000::CHR7:128455878-128469171(MSTRG.26531.4)	13293	480	0.7644	-0.0256959936566	0.330013736373005
1000::CHR7:128461993-128469171(MSTRG.26531.9)	7178	480	0.7644	-0.0256959936566	0.407857451653038
1000::CHR7:128476754-128528978(MSTRG.26531.14)	52224	534	0.8567	-0.0125096045945	0.137001038612569
1000::CHR7:128476754-128504391(MSTRG.26531.15)	27637	357	0.658	-0.125922353352	0.0209241704672892
1000::CHR7:128476754-128504350(MSTRG.26531.16)	27596	357	0.658	-0.125922353352	0.020970275104401
1000::CHR7:128476754-128488597(MSTRG.26531.17)	11843	324	0.4551	-0.339805658151	0.00474347540729702
1000::CHR7:128476754-128506590(MSTRG.26531.18)	29836	357	0.658	-0.125922353352	0.0185916130229378
1000::CHR7:128530397-128663464(MSTRG.26534.1)	133067	1143	0.4577	-0.0148129317797	0.299607359289668
1000::CHR7:128530546-128658812(MSTRG.26534.2)	128266	1143	0.4577	-0.0148129317797	0.357570781340407
1000::CHR7:128531697-128652334(MSTRG.26534.3)	120637	1143	0.4577	-0.0148129317797	0.458193958961351
1000::CHR7:128531726-128653243(MSTRG.26534.5)	121517	1143	0.4577	-0.0148129317797	0.446241837901202
1000::CHR7:128531726-128653243(MSTRG.26534.6)	121517	1143	0.4577	-0.0148129317797	0.446241837901202
1000::CHR7:128532045-128652334(MSTRG.26534.7)	120289	1143	0.4577	-0.0148129317797	0.462934568726977
1000::CHR7:128532045-128663461(MSTRG.26534.8)	131416	1143	0.4577	-0.0148129317797	0.318941210430945
1000::CHR7:128533652-128663641(MSTRG.26534.9)	129989	1143	0.4577	-0.0148129317797	0.336172567126233
1000::CHR7:129434446-129488386(MSTRG.26556.2)	53940	795	0.472	0.00758208872441	0.445541929906557
1000::CHR7:129224636-129430211(MSTRG.26559.1)	205575	792	1.1088	0.3003466236	0.0100024685007048
1000::CHR7:129376830-129427212(MSTRG.26559.9)	50382	453	0.7554	-0.110962051569	0.0267977575356509
1000::CHR7:129834978-129952943(MSTRG.26565.5)	117965	411	0.7537	-0.182065186428	0.000273165959118055
1000::CHR7:130018293-130051369(MSTRG.26568.4)	33076	807	0.5525	-0.199233413175	0.520497845330706
1000::CHR7:130070550-130135705(MSTRG.26570.2)	65155	495	0.6628	0.07080213462	0.0411456650940851
1000::CHR7:130070550-130135705(MSTRG.26570.3)	65155	495	0.6628	0.07080213462	0.0411456650940851
1000::CHR7:130070560-130135705(MSTRG.26570.5)	65145	495	0.6628	0.07080213462	0.0411673029567445
1000::CHR7:130164901-130205403(MSTRG.26571.2)	40502	288	0.6034	-0.191535989169	0.00270634869280816
1000::CHR7:130450894-130668748(MSTRG.26576.1)	217854	1788	0.9846	0.053255702048	0.981060157260408
1000::CHR7:130450894-130668705(MSTRG.26576.2)	217811	1788	0.9846	0.053255702048	0.981103917160754
1000::CHR7:130499816-130686545(MSTRG.26576.3)	186729	1788	0.9846	0.053255702048	0.996508720210862
1000::CHR7:131500371-131556464(MSTRG.26590.3)	56093	585	0.761	-0.139471262117	0.0702849069957205
1000::CHR7:133034860-133082088(MSTRG.26592.7)	47228	495	0.6483	-0.123278917582	0.032502947229161
1000::CHR7:133035475-133091753(MSTRG.26594.1)	56278	573	0.8792	0.154894227791	0.369823932203884
1000::CHR7:133035475-133091753(MSTRG.26594.2)	56278	573	0.8792	0.154894227791	0.369823932203884
1000::CHR7:134238871-134316930(MSTRG.26597.1)	78059	2148	0.8331	0.0359054435373	0.999999697923636
1000::CHR7:134294606-134316897(MSTRG.26597.4)	22291	333	0.6701	-0.0148590489724	0.0428846422205386
1000::CHR7:130913508-130922116(MSTRG.26611.3)	8608	252	0.6222	-0.252449727259	0.00762815373078602
1000::CHR7:131109629-131123386(MSTRG.26615.1)	13757	417	0.7846	-0.206174893224	0.0784236599148166
1000::CHR7:134449492-134579549(MSTRG.26620.1)	130057	867	0.8217	-0.0938947445836	0.0475577948599373
1000::CHR7:134449492-134541408(MSTRG.26620.2)	91916	546	0.5595	-0.116431337945	0.00392030104760424
1000::CHR7:134505251-134579864(MSTRG.26620.3)	74613	867	0.8217	-0.0938947445836	0.51074375812962
1000::CHR7:134505251-134579549(MSTRG.26620.4)	74298	867	0.8217	-0.0938947445836	0.515058819608603
1000::CHR7:134496487-134565545(MSTRG.26621.1)	69058	867	0.8217	-0.0938947445836	0.586028040211066
1000::CHR7:134505231-134565545(MSTRG.26621.2)	60314	867	0.8217	-0.0938947445836	0.695723205141115
1000::CHR7:134505703-134565545(MSTRG.26621.3)	59842	867	0.8217	-0.0938947445836	0.701173967568508
1000::CHR7:134519534-134565544(MSTRG.26621.4)	46010	867	0.8217	-0.0938947445836	0.833594666106737
1000::CHR7:134527516-134604662(MSTRG.26621.5)	77146	867	0.8217	-0.0938947445836	0.476041866385838
1000::CHR7:134527521-134560061(MSTRG.26621.6)	32540	867	0.8217	-0.0938947445836	0.912926119952646
1000::CHR7:134527565-134565521(MSTRG.26621.7)	37956	867	0.8217	-0.0938947445836	0.886243525955526
1000::CHR7:134950375-134968723(MSTRG.26627.22)	18348	309	0.8209	-0.14746045995	0.030991909516852
1000::CHR7:134986604-134995372(MSTRG.26630.7)	8768	357	0.651	-0.269556452666	0.0239666313059404
1000::CHR7:135100197-135170707(MSTRG.26631.3)	70510	624	1.0172	0.199455308888	0.500841487867084
1000::CHR7:135166468-135170738(MSTRG.26631.10)	4270	330	0.6579	0.0841217192076	0.169064482921401
1000::CHR7:135606142-135648757(MSTRG.26639.5)	42615	360	0.8482	-0.281047475509	0.00725276038652876
1000::CHR7:137874979-137933063(MSTRG.26645.1)	58084	480	0.5601	0.0346052342994	0.0292439367993969
1000::CHR7:137431249-137514110(MSTRG.26648.1)	82861	459	0.7125	-0.989124609726	2.07523944393431e-05
1000::CHR7:137455587-137514109(MSTRG.26648.2)	58522	459	0.7125	-0.989124609726	7.88180505604758e-05
1000::CHR7:137459462-137514110(MSTRG.26648.3)	54648	459	0.7125	-0.989124609726	9.74695241262865e-05
1000::CHR7:137459462-137514110(MSTRG.26648.4)	54648	459	0.7125	-0.989124609726	9.74695241262865e-05
1000::CHR7:137459470-137514109(MSTRG.26648.5)	54639	459	0.7125	-0.989124609726	9.7517630711692e-05
1000::CHR7:137480597-137514110(MSTRG.26648.6)	33513	459	0.4503	-0.17547545527	0.0172352248188701
1000::CHR7:137485744-137514111(MSTRG.26648.7)	28367	342	0.9267	-0.121648432631	0.0430512572410613
1000::CHR7:137508221-137514108(MSTRG.26648.8)	5887	324	0.983	-0.10395158367	0.14570818674385
1000::CHR7:138460435-138585585(MSTRG.26651.2)	125150	798	0.8476	0.284147877166	0.24663556736941
1000::CHR7:139021538-139036042(MSTRG.26653.1)	14504	594	1.1412	0.294343155714	0.976839332253027
1000::CHR7:139021876-139032682(MSTRG.26653.2)	10806	411	0.7889	-0.0455886314465	0.201012988120597
1000::CHR7:139035909-139036891(MSTRG.26654.1)	982	282	0.4942	0.175124747367	0.123351072068215
1000::CHR7:139036084-139036950(MSTRG.26654.2)	866	273	0.7915	0.0516795874611	0.144345399115866
1000::CHR7:139036139-139036950(MSTRG.26654.3)	811	132	0.7101	-0.0800284760051	0.0117281661481368
1000::CHR7:139044480-139044999(MSTRG.26660.1)	519	186	0.4401	-0.265856937739	0.00280874202131285
1000::CHR7:139258519-139301994(MSTRG.26662.3)	43475	1323	0.9147	0.00597917535086	0.999581581982394
1000::CHR7:139450601-139451973(MSTRG.26665.1)	1372	204	1.1715	-0.0217111702508	0.152543128642529
1000::CHR7:139341337-139346237(MSTRG.26666.6)	4900	279	0.5967	-0.0244451184441	0.0444817618339187
1000::CHR7:139341337-139346311(MSTRG.26666.7)	4974	279	0.5967	-0.0244451184441	0.0443096231411497
1000::CHR7:139341337-139345790(MSTRG.26666.8)	4453	279	0.5967	-0.0244451184441	0.0455352043545165
1000::CHR7:139341337-139346199(MSTRG.26666.9)	4862	279	0.5967	-0.0244451184441	0.0445704049793852
1000::CHR7:139374673-139423156(MSTRG.26666.18)	48483	366	0.586	-0.120003824688	0.0060579493925515
1000::CHR7:139375204-139423156(MSTRG.26666.20)	47952	366	0.586	-0.120003824688	0.00623580581191864
1000::CHR7:139530814-139777778(MSTRG.26670.1)	246964	606	0.7315	-0.00492551407302	5.56889353019908e-06
1000::CHR7:139561570-139777778(MSTRG.26670.2)	216208	606	0.7315	-0.00492551407302	3.007104252295e-05
1000::CHR7:139561574-139777755(MSTRG.26670.4)	216181	606	0.7315	-0.00492551407302	3.01155926607171e-05
1000::CHR7:140453047-140479499(MSTRG.26673.2)	26452	528	0.5973	0.129323867739	0.370994836985051
1000::CHR7:140673247-140696261(MSTRG.26683.3)	23014	972	0.88	0.218669806348	0.997859641521773
1000::CHR7:140696708-140723397(MSTRG.26683.11)	26689	285	0.6734	-0.415782145928	0.0018236143338472
1000::CHR7:140696748-140706644(MSTRG.26683.15)	9896	285	0.6734	-0.415782145928	0.00456696982929767
1000::CHR7:140719369-140924742(MSTRG.26685.3)	205373	2412	0.8532	0.0344581727052	0.99998404759992
1000::CHR7:141652394-141702166(MSTRG.26697.2)	49772	828	0.6423	-0.127631553257	0.536329399935012
1000::CHR7:142058217-142097649(MSTRG.26700.9)	39432	672	0.5372	-0.355967014286	0.0583777284331556
1000::CHR7:143263441-143272700(MSTRG.26705.3)	9259	417	0.7902	-0.0283941246765	0.246159342622001
1000::CHR7:143288451-143305071(MSTRG.26708.4)	16620	660	0.5082	-0.211303589984	0.291889929669139
1000::CHR7:143291777-143307696(MSTRG.26708.8)	15919	660	0.5082	-0.211303589984	0.299897491375564
1000::CHR7:143294604-143307684(MSTRG.26708.9)	13080	660	0.5082	-0.211303589984	0.333561624420968
1000::CHR7:143294604-143307682(MSTRG.26708.10)	13078	660	0.5082	-0.211303589984	0.333586002662015
1000::CHR7:143578416-143610385(MSTRG.26711.1)	31969	1125	0.9384	0.224140880126	0.999499736720093
1000::CHR7:143598037-143609376(MSTRG.26713.1)	11339	411	1.0908	0.104559437531	0.632426373539385
1000::CHR7:143598037-143609376(MSTRG.26713.2)	11339	411	1.0908	0.104559437531	0.632426373539385
1000::CHR7:143598045-143609305(MSTRG.26713.4)	11260	411	1.0908	0.104559437531	0.633432749013102
1000::CHR7:143381361-143391109(MSTRG.26714.4)	9748	516	0.6145	0.130153964063	0.578842886453458
1000::CHR7:143851375-143902126(MSTRG.26723.1)	50751	555	0.4926	0.0847767653039	0.100700235115239
1000::CHR7:143851375-143902126(MSTRG.26723.2)	50751	555	0.4926	0.0847767653039	0.100700235115239
1000::CHR7:147732451-147732681(MSTRG.26733.1)	230	102	0.8194	-0.374906917898	0.00212815364023339
1000::CHR7:149247141-149255590(MSTRG.26752.4)	8449	846	0.9301	0.317586000193	0.998178998644718
1000::CHR7:148807534-148884245(MSTRG.26753.16)	76711	594	0.549	0.184205458922	0.0848050236688868
1000::CHR7:149321099-149321498(MSTRG.26756.1)	399	105	0.8864	-0.46054110312	0.00163452914759092
1000::CHR7:148911441-149098678(MSTRG.26757.1)	187237	1206	1.2868	0.219673367155	0.762499046054482
1000::CHR7:148922938-149028505(MSTRG.26757.2)	105567	549	0.7075	0.0919997835849	0.0112330481690265
1000::CHR7:148950525-149028505(MSTRG.26757.3)	77980	549	0.7075	0.0919997835849	0.049033829209947
1000::CHR7:148998061-149102479(MSTRG.26757.4)	104418	1206	1.2868	0.219673367155	0.996690031740993
1000::CHR7:149431363-149460102(MSTRG.26770.1)	28739	783	1.3118	0.203289317961	0.994008404301973
1000::CHR7:149431363-149459789(MSTRG.26770.2)	28426	783	1.3118	0.203289317961	0.994109755327783
1000::CHR7:149262476-149284988(MSTRG.26771.4)	22512	795	1.1111	0.486527803448	0.998660339363096
1000::CHR7:149278138-149284966(MSTRG.26771.6)	6828	795	1.1111	0.486527803448	0.99943265312263
1000::CHR7:149546191-149624694(MSTRG.26775.1)	78503	675	0.6484	-0.0882561090127	0.0530731714189603
1000::CHR7:149838825-149840189(MSTRG.26777.1)	1364	192	0.7905	-0.0267616408785	0.0394441276541481
1000::CHR7:149764185-149772751(MSTRG.26785.3)	8566	717	1.104	0.167275435873	0.98948351869825
1000::CHR7:149765364-149772751(MSTRG.26785.4)	7387	432	0.5931	0.113052533492	0.338532591601944
1000::CHR7:150372643-150372978(MSTRG.26789.1)	335	39	1.0445	0.472520002906	0.280379187831763
1000::CHR7:151028467-151045409(MSTRG.26791.15)	16942	819	0.5896	-0.122451162229	0.844849757844079
1000::CHR7:151035619-151045409(MSTRG.26791.22)	9790	819	0.5896	-0.122451162229	0.889625175888135
1000::CHR7:151218160-151227205(MSTRG.26793.4)	9045	654	0.9318	0.0277335161305	0.914726502753476
1000::CHR7:151120016-151144432(MSTRG.26794.17)	24416	915	0.6541	0.00479610106974	0.966219264555821
1000::CHR7:151128596-151144436(MSTRG.26794.23)	15840	513	0.6064	-0.0441713137054	0.243175788381621
1000::CHR7:151051632-151057894(MSTRG.26796.1)	6262	528	0.8338	0.0364314414215	0.69649254360089
1000::CHR7:151051632-151057894(MSTRG.26796.2)	6262	528	0.8338	0.0364314414215	0.69649254360089
1000::CHR7:151053853-151057894(MSTRG.26796.4)	4041	528	0.8338	0.0364314414215	0.721603844542363
1000::CHR7:151053862-151057894(MSTRG.26796.5)	4032	528	0.8338	0.0364314414215	0.721702970055703
1000::CHR7:151061244-151071601(MSTRG.26797.8)	10357	546	0.8361	0.182635848447	0.845878525684336
1000::CHR7:151076638-151080790(MSTRG.26799.8)	4152	384	0.6114	0.0992673972117	0.259216439316268
